592,822,704,825
602,805,714,809
566,811,678,816
552,841,662,847
546,861,655,868
542,875,652,884
541,888,651,897
540,900,651,909
537,917,649,927
549,922,661,931
460,906,558,920
459,934,558,950
570,983,681,994
620,962,733,970
706,889,814,892
704,929,812,933
679,969,790,975
625,1019,738,1029
602,1065,712,1078
650,1029,761,1038
567,1083,676,1098
544,964,659,975
526,1044,632,1060
535,1065,642,1080
525,990,635,1004
503,977,607,992
533,949,648,960
522,955,636,966
546,946,661,957
593,955,704,964
593,976,704,986
645,1005,757,1014
594,894,705,901
599,909,710,916
623,901,734,908
637,913,750,919
570,892,679,900
567,877,676,885
592,856,702,862
582,901,691,908
578,933,690,942
566,935,679,944
569,947,682,957
618,928,730,935
658,855,770,858
634,851,747,854
666,992,777,999
620,1047,730,1058
589,1050,700,1062
710,851,816,853
721,822,825,823
666,797,776,799
740,949,836,946
750,866,847,861
615,788,726,791
521,771,627,776
545,789,654,793
473,750,571,756
470,780,569,788
451,781,545,789
484,850,585,860
502,918,605,929
538,816,648,821
499,818,604,825
496,902,598,913
531,871,638,880
530,901,639,910
526,923,637,934
515,953,627,965
507,939,612,952
493,952,596,966
482,961,585,975
484,927,586,940
529,839,637,847
584,866,694,872
475,811,576,820
460,857,560,867
457,888,554,900
509,895,613,906
446,869,538,882
447,934,541,948
470,991,568,1009
512,1050,615,1068
545,1081,653,1096
595,1084,704,1098
506,1034,609,1051
484,1031,582,1049
485,1018,584,1035
474,987,574,993
438,898,530,913
442,799,534,808
436,872,525,884
437,841,525,852
510,747,614,751
531,965,647,976
529,979,638,991
502,995,607,1009
653,894,765,900
672,887,782,891
686,877,795,880
729,876,833,877
690,1012,797,1019
716,977,819,984
591,996,704,1007
645,980,758,989
530,889,639,897
584,944,695,954
555,964,670,974
583,962,696,972
517,939,628,951
523,938,636,949
569,910,680,919
556,899,667,907
566,921,678,930
586,931,698,940
565,862,675,869
553,883,662,891
522,889,627,898
523,903,630,913
528,911,639,921
520,926,630,937
514,964,625,977
514,910,619,921
515,922,622,933
534,933,648,943
551,1046,659,1061
609,1002,722,1012
674,907,785,911
697,817,805,818
456,752,549,758
447,953,540,969
458,991,551,1008
544,994,655,1007
570,1004,684,1016
648,1049,756,1059
681,860,791,862
616,858,729,862
510,1014,613,1030
600,1021,711,1032
537,1005,651,1018
517,974,624,986
543,982,654,994
589,880,698,887
661,870,772,875
509,875,613,885
483,861,585,870
483,883,583,894
544,1017,653,1031
604,872,714,879
629,872,741,877
496,867,596,877
473,864,571,875
502,851,604,860
522,862,628,871
696,794,804,794
